Problem:    pfsp
Rows:       8021
Columns:    591 (190 integer, 190 binary)
Non-zeros:  23621
Status:     INTEGER NON-OPTIMAL
Objective:  makespan = 2837 (MINimum)

   No.   Row name        Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 makespan                 2837                             
                                 269                       99931 
  7549 rest4[19,15,8]
                                 303                       99974 
  7550 rest4[19,15,9]
                                 242                       99958 
  7551 rest4[19,15,10]
                                 367                       99972 
  7552 rest4[19,15,11]
                                 365                       99932 
  7553 rest4[19,15,12]
                                 126                       99927 
  7554 rest4[19,15,13]
                                 264                       99917 
  7555 rest4[19,15,14]
                                 179                       99936 
  7556 rest4[19,15,15]
                                 181                       99977 
  7557 rest4[19,15,16]
                                 112                       99958 
  7558 rest4[19,15,17]
                                 107                       99992 
  7559 rest4[19,15,18]
                                 188                       99929 
  7560 rest4[19,15,19]
                                 177                       99922 
  7561 rest4[19,15,20]
                                 108                       99945 
  7562 rest4[19,16,1]
                                 131                       99955 
  7563 rest4[19,16,2]
                                  86                       99948 
  7564 rest4[19,16,3]
                                  98                       99931 
  7565 rest4[19,16,4]
                                 155                       99948 
  7566 rest4[19,16,5]
                                 208                       99956 
  7567 rest4[19,16,6]
                                 176                       99949 
  7568 rest4[19,16,7]
                                 183                       99931 
  7569 rest4[19,16,8]
                                 219                       99974 
  7570 rest4[19,16,9]
                                 148                       99958 
  7571 rest4[19,16,10]
                                 342                       99972 
  7572 rest4[19,16,11]
                                 316                       99932 
  7573 rest4[19,16,12]
                                 102                       99927 
  7574 rest4[19,16,13]
                                 177                       99917 
  7575 rest4[19,16,14]
                                 156                       99936 
  7576 rest4[19,16,15]
                                  84                       99977 
  7577 rest4[19,16,16]
                                  68                       99958 
  7578 rest4[19,16,17]
                                  65                       99992 
  7579 rest4[19,16,18]
                                 117                       99929 
  7580 rest4[19,16,19]
                                 138                       99922 
  7581 rest4[19,16,20]
                                  74                       99945 
  7582 rest4[19,17,1]
                                  45                       99955 
  7583 rest4[19,17,2]
                                  52                       99948 
  7584 rest4[19,17,3]
                                  69                       99931 
  7585 rest4[19,17,4]
                                  56                       99948 
  7586 rest4[19,17,5]
                                  44                       99956 
  7587 rest4[19,17,6]
                                 130                       99949 
  7588 rest4[19,17,7]
                                  69                       99931 
  7589 rest4[19,17,8]
                                  83                       99974 
  7590 rest4[19,17,9]
                                  50                       99958 
  7591 rest4[19,17,10]
                                 316                       99972 
  7592 rest4[19,17,11]
                                 282                       99932 
  7593 rest4[19,17,12]
                                  73                       99927 
  7594 rest4[19,17,13]
                                  83                       99917 
  7595 rest4[19,17,14]
                                  64                       99936 
  7596 rest4[19,17,15]
                                  23                       99977 
  7597 rest4[19,17,16]
                                  42                       99958 
  7598 rest4[19,17,17]
                                   8                       99992 
  7599 rest4[19,17,18]
                                  71                       99929 
  7600 rest4[19,17,19]
                                  78                       99922 
  7601 rest4[19,17,20]
                                  55                       99945 
  7602 rest4[19,18,1]
                               99955                       99955 
  7603 rest4[19,18,2]
                               99896                       99948 
  7604 rest4[19,18,3]
                               99931                       99931 
  7605 rest4[19,18,4]
                               99892                       99948 
  7606 rest4[19,18,5]
                               99932                       99956 
  7607 rest4[19,18,6]
                               99949                       99949 
  7608 rest4[19,18,7]
                               99931                       99931 
  7609 rest4[19,18,8]
                               99974                       99974 
  7610 rest4[19,18,9]
                               99851                       99958 
  7611 rest4[19,18,10]
                               99911                       99972 
  7612 rest4[19,18,11]
                               99932                       99932 
  7613 rest4[19,18,12]
                               99749                       99927 
  7614 rest4[19,18,13]
                               99739                       99917 
  7615 rest4[19,18,14]
                               99936                       99936 
  7616 rest4[19,18,15]
                               99977                       99977 
  7617 rest4[19,18,16]
                               99958                       99958 
  7618 rest4[19,18,17]
                               99919                       99992 
  7619 rest4[19,18,18]
                               99929                       99929 
  7620 rest4[19,18,19]
                               99922                       99922 
  7621 rest4[19,18,20]
                               99945                       99945 
  7622 rest4[20,1,1]
                                 924                       99948 
  7623 rest4[20,1,2]
                                1385                       99978 
  7624 rest4[20,1,3]
                                1321                       99928 
  7625 rest4[20,1,4]
                                1361                       99935 
  7626 rest4[20,1,5]
                                1404                       99992 
  7627 rest4[20,1,6]
                                1346                       99906 
  7628 rest4[20,1,7]
                                1426                       99915 
  7629 rest4[20,1,8]
                                1366                       99946 
  7630 rest4[20,1,9]
                                1352                       99969 
  7631 rest4[20,1,10]
                                1310                       99961 
  7632 rest4[20,1,11]
                                1419                       99934 
  7633 rest4[20,1,12]
                                1384                       99950 
  7634 rest4[20,1,13]
                                1503                       99938 
  7635 rest4[20,1,14]
                                1109                       99999 
  7636 rest4[20,1,15]
                                1189                       99947 
  7637 rest4[20,1,16]
                                1133                       99922 
  7638 rest4[20,1,17]
                                1040                       99995 
  7639 rest4[20,1,18]
                                1065                       99929 
  7640 rest4[20,1,19]
                                 943                       99964 
  7641 rest4[20,1,20]
                                 988                       99959 
  7642 rest4[20,2,1]
                               99948                       99948 
  7643 rest4[20,2,2]
                               99978                       99978 
  7644 rest4[20,2,3]
                               99922                       99928 
  7645 rest4[20,2,4]
                               99930                       99935 
  7646 rest4[20,2,5]
                               99936                       99992 
  7647 rest4[20,2,6]
                               99902                       99906 
  7648 rest4[20,2,7]
                               99879                       99915 
  7649 rest4[20,2,8]
                               99806                       99946 
  7650 rest4[20,2,9]
                               99829                       99969 
  7651 rest4[20,2,10]
                               99829                       99961 
  7652 rest4[20,2,11]
                               99799                       99934 
  7653 rest4[20,2,12]
                               99746                       99950 
  7654 rest4[20,2,13]
                               99699                       99938 
  7655 rest4[20,2,14]
                               99343                       99999 
  7656 rest4[20,2,15]
                               99360                       99947 
  7657 rest4[20,2,16]
                               99371                       99922 
  7658 rest4[20,2,17]
                               99911                       99995 
  7659 rest4[20,2,18]
                               99929                       99929 
  7660 rest4[20,2,19]
                               99964                       99964 
  7661 rest4[20,2,20]
                               99940                       99959 
  7662 rest4[20,3,1]
                                 830                       99948 
  7663 rest4[20,3,2]
                                 932                       99978 
  7664 rest4[20,3,3]
                                1225                       99928 
  7665 rest4[20,3,4]
                                1190                       99935 
  7666 rest4[20,3,5]
                                1190                       99992 
  7667 rest4[20,3,6]
                                1303                       99906 
  7668 rest4[20,3,7]
                                1290                       99915 
  7669 rest4[20,3,8]
                                1239                       99946 
  7670 rest4[20,3,9]
                                1324                       99969 
  7671 rest4[20,3,10]
                                1303                       99961 
  7672 rest4[20,3,11]
                                1328                       99934 
  7673 rest4[20,3,12]
                                1371                       99950 
  7674 rest4[20,3,13]
                                1428                       99938 
  7675 rest4[20,3,14]
                                1084                       99999 
  7676 rest4[20,3,15]
                                1075                       99947 
  7677 rest4[20,3,16]
                                1065                       99922 
  7678 rest4[20,3,17]
                                 934                       99995 
  7679 rest4[20,3,18]
                                 990                       99929 
  7680 rest4[20,3,19]
                                 919                       99964 
  7681 rest4[20,3,20]
                                 970                       99959 
  7682 rest4[20,4,1]
                                 734                       99948 
  7683 rest4[20,4,2]
                                 913                       99978 
  7684 rest4[20,4,3]
                                1126                       99928 
  7685 rest4[20,4,4]
                                1168                       99935 
  7686 rest4[20,4,5]
                                1167                       99992 
  7687 rest4[20,4,6]
                                1229                       99906 
  7688 rest4[20,4,7]
                                1217                       99915 
  7689 rest4[20,4,8]
                                1171                       99946 
  7690 rest4[20,4,9]
                                1232                       99969 
  7691 rest4[20,4,10]
                                1253                       99961 
  7692 rest4[20,4,11]
                                1289                       99934 
  7693 rest4[20,4,12]
                                1316                       99950 
  7694 rest4[20,4,13]
                                1373                       99938 
  7695 rest4[20,4,14]
                                1068                       99999 
  7696 rest4[20,4,15]
                                1018                       99947 
  7697 rest4[20,4,16]
                                 968                       99922 
  7698 rest4[20,4,17]
                                 865                       99995 
  7699 rest4[20,4,18]
                                 892                       99929 
  7700 rest4[20,4,19]
                                 854                       99964 
  7701 rest4[20,4,20]
                                 909                       99959 
  7702 rest4[20,5,1]
                                 654                       99948 
  7703 rest4[20,5,2]
                                 912                       99978 
  7704 rest4[20,5,3]
                                1102                       99928 
  7705 rest4[20,5,4]
                                1122                       99935 
  7706 rest4[20,5,5]
                                1152                       99992 
  7707 rest4[20,5,6]
                                1156                       99906 
  7708 rest4[20,5,7]
                                1144                       99915 
  7709 rest4[20,5,8]
                                1146                       99946 
  7710 rest4[20,5,9]
                                1145                       99969 
  7711 rest4[20,5,10]
                                1216                       99961 
  7712 rest4[20,5,11]
                                1283                       99934 
  7713 rest4[20,5,12]
                                1244                       99950 
  7714 rest4[20,5,13]
                                1290                       99938 
  7715 rest4[20,5,14]
                                 971                       99999 
  7716 rest4[20,5,15]
                                 964                       99947 
  7717 rest4[20,5,16]
                                 927                       99922 
  7718 rest4[20,5,17]
                                 859                       99995 
  7719 rest4[20,5,18]
                                 874                       99929 
  7720 rest4[20,5,19]
                                 844                       99964 
  7721 rest4[20,5,20]
                                 900                       99959 
  7722 rest4[20,6,1]
                                 492                       99948 
  7723 rest4[20,6,2]
                                 692                       99978 
  7724 rest4[20,6,3]
                                 753                       99928 
  7725 rest4[20,6,4]
                                 742                       99935 
  7726 rest4[20,6,5]
                                 824                       99992 
  7727 rest4[20,6,6]
                                 806                       99906 
  7728 rest4[20,6,7]
                                 832                       99915 
  7729 rest4[20,6,8]
                                 833                       99946 
  7730 rest4[20,6,9]
                                 881                       99969 
  7731 rest4[20,6,10]
                                 873                       99961 
  7732 rest4[20,6,11]
                                 883                       99934 
  7733 rest4[20,6,12]
                                 882                       99950 
  7734 rest4[20,6,13]
                                1051                       99938 
  7735 rest4[20,6,14]
                                 681                       99999 
  7736 rest4[20,6,15]
                                 704                       99947 
  7737 rest4[20,6,16]
                                 719                       99922 
  7738 rest4[20,6,17]
                                 649                       99995 
  7739 rest4[20,6,18]
                                 660                       99929 
  7740 rest4[20,6,19]
                                 629                       99964 
  7741 rest4[20,6,20]
                                 749                       99959 
  7742 rest4[20,7,1]
                                 646                       99948 
  7743 rest4[20,7,2]
                                 890                       99978 
  7744 rest4[20,7,3]
                                1035                       99928 
  7745 rest4[20,7,4]
                                 980                       99935 
  7746 rest4[20,7,5]
                                1062                       99992 
  7747 rest4[20,7,6]
                                1075                       99906 
  7748 rest4[20,7,7]
                                1112                       99915 
  7749 rest4[20,7,8]
                                1061                       99946 
  7750 rest4[20,7,9]
                                1136                       99969 
  7751 rest4[20,7,10]
                                1138                       99961 
  7752 rest4[20,7,11]
                                1175                       99934 
  7753 rest4[20,7,12]
                                1154                       99950 
  7754 rest4[20,7,13]
                                1191                       99938 
  7755 rest4[20,7,14]
                                 919                       99999 
  7756 rest4[20,7,15]
                                 908                       99947 
  7757 rest4[20,7,16]
                                 851                       99922 
  7758 rest4[20,7,17]
                                 769                       99995 
  7759 rest4[20,7,18]
                                 833                       99929 
  7760 rest4[20,7,19]
                                 837                       99964 
  7761 rest4[20,7,20]
                                 848                       99959 
  7762 rest4[20,8,1]
                                 569                       99948 
  7763 rest4[20,8,2]
                                 791                       99978 
  7764 rest4[20,8,3]
                                 891                       99928 
  7765 rest4[20,8,4]
                                 922                       99935 
  7766 rest4[20,8,5]
                                 996                       99992 
  7767 rest4[20,8,6]
                                1004                       99906 
  7768 rest4[20,8,7]
                                1033                       99915 
  7769 rest4[20,8,8]
                                 997                       99946 
  7770 rest4[20,8,9]
                                1051                       99969 
  7771 rest4[20,8,10]
                                1043                       99961 
  7772 rest4[20,8,11]
                                1076                       99934 
  7773 rest4[20,8,12]
                                1066                       99950 
  7774 rest4[20,8,13]
                                1139                       99938 
  7775 rest4[20,8,14]
                                 887                       99999 
  7776 rest4[20,8,15]
                                 857                       99947 
  7777 rest4[20,8,16]
                                 815                       99922 
  7778 rest4[20,8,17]
                                 726                       99995 
  7779 rest4[20,8,18]
                                 779                       99929 
  7780 rest4[20,8,19]
                                 794                       99964 
  7781 rest4[20,8,20]
                                 829                       99959 
  7782 rest4[20,9,1]
                                 449                       99948 
  7783 rest4[20,9,2]
                                 510                       99978 
  7784 rest4[20,9,3]
                                 684                       99928 
  7785 rest4[20,9,4]
                                 656                       99935 
  7786 rest4[20,9,5]
                                 736                       99992 
  7787 rest4[20,9,6]
                                 738                       99906 
  7788 rest4[20,9,7]
                                 750                       99915 
  7789 rest4[20,9,8]
                                 705                       99946 
  7790 rest4[20,9,9]
                                 800                       99969 
  7791 rest4[20,9,10]
                                 779                       99961 
  7792 rest4[20,9,11]
                                 829                       99934 
  7793 rest4[20,9,12]
                                 778                       99950 
  7794 rest4[20,9,13]
                                 897                       99938 
  7795 rest4[20,9,14]
                                 611                       99999 
  7796 rest4[20,9,15]
                                 612                       99947 
  7797 rest4[20,9,16]
                                 620                       99922 
  7798 rest4[20,9,17]
                                 547                       99995 
  7799 rest4[20,9,18]
                                 624                       99929 
  7800 rest4[20,9,19]
                                 551                       99964 
  7801 rest4[20,9,20]
                                 589                       99959 
  7802 rest4[20,10,1]
                                 406                       99948 
  7803 rest4[20,10,2]
                                 485                       99978 
  7804 rest4[20,10,3]
                                 608                       99928 
  7805 rest4[20,10,4]
                                 566                       99935 
  7806 rest4[20,10,5]
                                 647                       99992 
  7807 rest4[20,10,6]
                                 689                       99906 
  7808 rest4[20,10,7]
                                 699                       99915 
  7809 rest4[20,10,8]
                                 649                       99946 
  7810 rest4[20,10,9]
                                 709                       99969 
  7811 rest4[20,10,10]
                                 735                       99961 
  7812 rest4[20,10,11]
                                 729                       99934 
  7813 rest4[20,10,12]
                                 698                       99950 
  7814 rest4[20,10,13]
                                 801                       99938 
  7815 rest4[20,10,14]
                                 438                       99999 
  7816 rest4[20,10,15]
                                 588                       99947 
  7817 rest4[20,10,16]
                                 586                       99922 
  7818 rest4[20,10,17]
                                 508                       99995 
  7819 rest4[20,10,18]
                                 550                       99929 
  7820 rest4[20,10,19]
                                 525                       99964 
  7821 rest4[20,10,20]
                                 557                       99959 
  7822 rest4[20,11,1]
                                 366                       99948 
  7823 rest4[20,11,2]
                                 453                       99978 
  7824 rest4[20,11,3]
                                 440                       99928 
  7825 rest4[20,11,4]
                                 436                       99935 
  7826 rest4[20,11,5]
                                 553                       99992 
  7827 rest4[20,11,6]
                                 495                       99906 
  7828 rest4[20,11,7]
                                 504                       99915 
  7829 rest4[20,11,8]
                                 491                       99946 
  7830 rest4[20,11,9]
                                 492                       99969 
  7831 rest4[20,11,10]
                                 567                       99961 
  7832 rest4[20,11,11]
                                 510                       99934 
  7833 rest4[20,11,12]
                                 501                       99950 
  7834 rest4[20,11,13]
                                 671                       99938 
  7835 rest4[20,11,14]
                                 293                       99999 
  7836 rest4[20,11,15]
                                 387                       99947 
  7837 rest4[20,11,16]
                                 403                       99922 
  7838 rest4[20,11,17]
                                 324                       99995 
  7839 rest4[20,11,18]
                                 432                       99929 
  7840 rest4[20,11,19]
                                 375                       99964 
  7841 rest4[20,11,20]
                                 415                       99959 
  7842 rest4[20,12,1]
                                 485                       99948 
  7843 rest4[20,12,2]
                                 601                       99978 
  7844 rest4[20,12,3]
                                 737                       99928 
  7845 rest4[20,12,4]
                                 724                       99935 
  7846 rest4[20,12,5]
                                 791                       99992 
  7847 rest4[20,12,6]
                                 769                       99906 
  7848 rest4[20,12,7]
                                 763                       99915 
  7849 rest4[20,12,8]
                                 769                       99946 
  7850 rest4[20,12,9]
                                 855                       99969 
  7851 rest4[20,12,10]
                                 812                       99961 
  7852 rest4[20,12,11]
                                 856                       99934 
  7853 rest4[20,12,12]
                                 830                       99950 
  7854 rest4[20,12,13]
                                 974                       99938 
  7855 rest4[20,12,14]
                                 665                       99999 
  7856 rest4[20,12,15]
                                 640                       99947 
  7857 rest4[20,12,16]
                                 689                       99922 
  7858 rest4[20,12,17]
                                 598                       99995 
  7859 rest4[20,12,18]
                                 625                       99929 
  7860 rest4[20,12,19]
                                 590                       99964 
  7861 rest4[20,12,20]
                                 669                       99959 
  7862 rest4[20,13,1]
                                 525                       99948 
  7863 rest4[20,13,2]
                                 733                       99978 
  7864 rest4[20,13,3]
                                 822                       99928 
  7865 rest4[20,13,4]
                                 832                       99935 
  7866 rest4[20,13,5]
                                 910                       99992 
  7867 rest4[20,13,6]
                                 928                       99906 
  7868 rest4[20,13,7]
                                 933                       99915 
  7869 rest4[20,13,8]
                                 912                       99946 
  7870 rest4[20,13,9]
                                 949                       99969 
  7871 rest4[20,13,10]
                                 958                       99961 
  7872 rest4[20,13,11]
                                 993                       99934 
  7873 rest4[20,13,12]
                                 974                       99950 
  7874 rest4[20,13,13]
                                1095                       99938 
  7875 rest4[20,13,14]
                                 774                       99999 
  7876 rest4[20,13,15]
                                 722                       99947 
  7877 rest4[20,13,16]
                                 767                       99922 
  7878 rest4[20,13,17]
                                 682                       99995 
  7879 rest4[20,13,18]
                                 752                       99929 
  7880 rest4[20,13,19]
                                 691                       99964 
  7881 rest4[20,13,20]
                                 789                       99959 
  7882 rest4[20,14,1]
                                 386                       99948 
  7883 rest4[20,14,2]
                                 475                       99978 
  7884 rest4[20,14,3]
                                 516                       99928 
  7885 rest4[20,14,4]
                                 501                       99935 
  7886 rest4[20,14,5]
                                 589                       99992 
  7887 rest4[20,14,6]
                                 592                       99906 
  7888 rest4[20,14,7]
                                 603                       99915 
  7889 rest4[20,14,8]
                                 611                       99946 
  7890 rest4[20,14,9]
                                 643                       99969 
  7891 rest4[20,14,10]
                                 651                       99961 
  7892 rest4[20,14,11]
                                 612                       99934 
  7893 rest4[20,14,12]
                                 522                       99950 
  7894 rest4[20,14,13]
                                 736                       99938 
  7895 rest4[20,14,14]
                                 368                       99999 
  7896 rest4[20,14,15]
                                 481                       99947 
  7897 rest4[20,14,16]
                                 414                       99922 
  7898 rest4[20,14,17]
                                 416                       99995 
  7899 rest4[20,14,18]
                                 491                       99929 
  7900 rest4[20,14,19]
                                 456                       99964 
  7901 rest4[20,14,20]
                                 486                       99959 
  7902 rest4[20,15,1]
                                 272                       99948 
  7903 rest4[20,15,2]
                                 301                       99978 
  7904 rest4[20,15,3]
                                 320                       99928 
  7905 rest4[20,15,4]
                                 418                       99935 
  7906 rest4[20,15,5]
                                 514                       99992 
  7907 rest4[20,15,6]
                                 435                       99906 
  7908 rest4[20,15,7]
                                 423                       99915 
  7909 rest4[20,15,8]
                                 383                       99946 
  7910 rest4[20,15,9]
                                 422                       99969 
  7911 rest4[20,15,10]
                                 499                       99961 
  7912 rest4[20,15,11]
                                 499                       99934 
  7913 rest4[20,15,12]
                                 427                       99950 
  7914 rest4[20,15,13]
                                 587                       99938 
  7915 rest4[20,15,14]
                                 244                       99999 
  7916 rest4[20,15,15]
                                 362                       99947 
  7917 rest4[20,15,16]
                                 324                       99922 
  7918 rest4[20,15,17]
                                 249                       99995 
  7919 rest4[20,15,18]
                                 330                       99929 
  7920 rest4[20,15,19]
                                 291                       99964 
  7921 rest4[20,15,20]
                                 357                       99959 
  7922 rest4[20,16,1]
                                 228                       99948 
  7923 rest4[20,16,2]
                                 230                       99978 
  7924 rest4[20,16,3]
                                 239                       99928 
  7925 rest4[20,16,4]
                                 328                       99935 
  7926 rest4[20,16,5]
                                 417                       99992 
  7927 rest4[20,16,6]
                                 346                       99906 
  7928 rest4[20,16,7]
                                 337                       99915 
  7929 rest4[20,16,8]
                                 299                       99946 
  7930 rest4[20,16,9]
                                 328                       99969 
  7931 rest4[20,16,10]
                                 474                       99961 
  7932 rest4[20,16,11]
                                 450                       99934 
  7933 rest4[20,16,12]
                                 403                       99950 
  7934 rest4[20,16,13]
                                 500                       99938 
  7935 rest4[20,16,14]
                                 221                       99999 
  7936 rest4[20,16,15]
                                 265                       99947 
  7937 rest4[20,16,16]
                                 280                       99922 
  7938 rest4[20,16,17]
                                 207                       99995 
  7939 rest4[20,16,18]
                                 259                       99929 
  7940 rest4[20,16,19]
                                 252                       99964 
  7941 rest4[20,16,20]
                                 323                       99959 
  7942 rest4[20,17,1]
                                 142                       99948 
  7943 rest4[20,17,2]
                                 196                       99978 
  7944 rest4[20,17,3]
                                 210                       99928 
  7945 rest4[20,17,4]
                                 229                       99935 
  7946 rest4[20,17,5]
                                 253                       99992 
  7947 rest4[20,17,6]
                                 300                       99906 
  7948 rest4[20,17,7]
                                 223                       99915 
  7949 rest4[20,17,8]
                                 163                       99946 
  7950 rest4[20,17,9]
                                 230                       99969 
  7951 rest4[20,17,10]
                                 448                       99961 
  7952 rest4[20,17,11]
                                 416                       99934 
  7953 rest4[20,17,12]
                                 374                       99950 
  7954 rest4[20,17,13]
                                 406                       99938 
  7955 rest4[20,17,14]
                                 129                       99999 
  7956 rest4[20,17,15]
                                 204                       99947 
  7957 rest4[20,17,16]
                                 254                       99922 
  7958 rest4[20,17,17]
                                 150                       99995 
  7959 rest4[20,17,18]
                                 213                       99929 
  7960 rest4[20,17,19]
                                 192                       99964 
  7961 rest4[20,17,20]
                                 304                       99959 
  7962 rest4[20,18,1]
                                  52                       99948 
  7963 rest4[20,18,2]
                                  40                       99978 
  7964 rest4[20,18,3]
                                  72                       99928 
  7965 rest4[20,18,4]
                                  65                       99935 
  7966 rest4[20,18,5]
                                 141                       99992 
  7967 rest4[20,18,6]
                                 119                       99906 
  7968 rest4[20,18,7]
                                  85                       99915 
  7969 rest4[20,18,8]
                                  54                       99946 
  7970 rest4[20,18,9]
                                  31                       99969 
  7971 rest4[20,18,10]
                                  43                       99961 
  7972 rest4[20,18,11]
                                  66                       99934 
  7973 rest4[20,18,12]
                                  50                       99950 
  7974 rest4[20,18,13]
                                  62                       99938 
  7975 rest4[20,18,14]
                                   1                       99999 
  7976 rest4[20,18,15]
                                 158                       99947 
  7977 rest4[20,18,16]
                                 170                       99922 
  7978 rest4[20,18,17]
                                  61                       99995 
  7979 rest4[20,18,18]
                                  71                       99929 
  7980 rest4[20,18,19]
                                  36                       99964 
  7981 rest4[20,18,20]
                                 194                       99959 
  7982 rest4[20,19,1]
                                  97                       99948 
  7983 rest4[20,19,2]
                                 144                       99978 
  7984 rest4[20,19,3]
                                 141                       99928 
  7985 rest4[20,19,4]
                                 173                       99935 
  7986 rest4[20,19,5]
                                 209                       99992 
  7987 rest4[20,19,6]
                                 170                       99906 
  7988 rest4[20,19,7]
                                 154                       99915 
  7989 rest4[20,19,8]
                                  80                       99946 
  7990 rest4[20,19,9]
                                 180                       99969 
  7991 rest4[20,19,10]
                                 132                       99961 
  7992 rest4[20,19,11]
                                 134                       99934 
  7993 rest4[20,19,12]
                                 301                       99950 
  7994 rest4[20,19,13]
                                 323                       99938 
  7995 rest4[20,19,14]
                                  65                       99999 
  7996 rest4[20,19,15]
                                 181                       99947 
  7997 rest4[20,19,16]
                                 212                       99922 
  7998 rest4[20,19,17]
                                 142                       99995 
  7999 rest4[20,19,18]
                                 142                       99929 
  8000 rest4[20,19,19]
                                 114                       99964 
  8001 rest4[20,19,20]
                                 249                       99959 
  8002 rest5[1]                    0            -0               
  8003 rest5[2]                 1048            -0               
  8004 rest5[3]                   18            -0               
  8005 rest5[4]                   79            -0               
  8006 rest5[5]                   88            -0               
  8007 rest5[6]                  239            -0               
  8008 rest5[7]                  140            -0               
  8009 rest5[8]                  159            -0               
  8010 rest5[9]                  399            -0               
  8011 rest5[10]                 431            -0               
  8012 rest5[11]                 573            -0               
  8013 rest5[12]                 319            -0               
  8014 rest5[13]                 199            -0               
  8015 rest5[14]                 502            -0               
  8016 rest5[15]                 631            -0               
  8017 rest5[16]                 665            -0               
  8018 rest5[17]                 684            -0               
  8019 rest5[18]                 794            -0               
  8020 rest5[19]                 739            -0               
  8021 rest5[20]                 988            -0               

   No. Column name       Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 D[1,2]       *              0             0             1 
     2 D[1,3]       *              0             0             1 
     3 D[2,3]       *              1             0             1 
     4 D[1,4]       *              0             0             1 
     5 D[2,4]       *              1             0             1 
     6 D[3,4]       *              0             0             1 
     7 D[1,5]       *              0             0             1 
     8 D[2,5]       *              1             0             1 
     9 D[3,5]       *              0             0             1 
    10 D[4,5]       *              0             0             1 
    11 D[1,6]       *              0             0             1 
    12 D[2,6]       *              1             0             1 
    13 D[3,6]       *              0             0             1 
    14 D[4,6]       *              0             0             1 
    15 D[5,6]       *              0             0             1 
    16 D[1,7]       *              0             0             1 
    17 D[2,7]       *              1             0             1 
    18 D[3,7]       *              0             0             1 
    19 D[4,7]       *              0             0             1 
    20 D[5,7]       *              0             0             1 
    21 D[6,7]       *              1             0             1 
    22 D[1,8]       *              0             0             1 
    23 D[2,8]       *              1             0             1 
    24 D[3,8]       *              0             0             1 
    25 D[4,8]       *              0             0             1 
    26 D[5,8]       *              0             0             1 
    27 D[6,8]       *              1             0             1 
    28 D[7,8]       *              0             0             1 
    29 D[1,9]       *              0             0             1 
    30 D[2,9]       *              1             0             1 
    31 D[3,9]       *              0             0             1 
    32 D[4,9]       *              0             0             1 
    33 D[5,9]       *              0             0             1 
    34 D[6,9]       *              0             0             1 
    35 D[7,9]       *              0             0             1 
    36 D[8,9]       *              0             0             1 
    37 D[1,10]      *              0             0             1 
    38 D[2,10]      *              1             0             1 
    39 D[3,10]      *              0             0             1 
    40 D[4,10]      *              0             0             1 
    41 D[5,10]      *              0             0             1 
    42 D[6,10]      *              0             0             1 
    43 D[7,10]      *              0             0             1 
    44 D[8,10]      *              0             0             1 
    45 D[9,10]      *              0             0             1 
    46 D[1,11]      *              0             0             1 
    47 D[2,11]      *              1             0             1 
    48 D[3,11]      *              0             0             1 
    49 D[4,11]      *              0             0             1 
    50 D[5,11]      *              0             0             1 
    51 D[6,11]      *              0             0             1 
    52 D[7,11]      *              0             0             1 
    53 D[8,11]      *              0             0             1 
    54 D[9,11]      *              0             0             1 
